,Unnamed: 0,Gene,n_cells,highly_variable,means,dispersions,dispersions_norm
13066,13066,LOC105369781,14,True,0.001474200240505389,2.1795693005821253,1.2986228
13068,13068,LOC105369911,6,True,0.0009372160836983935,2.216034095417205,1.4289416
13076,13076,LOC105370306,3,True,0.0006875784688493668,2.1827040761884042,1.309826
13086,13086,LOC105370757,7,True,0.0010625747730127026,2.4501099347700084,2.265487
13090,13090,LOC105370941,73,True,0.00856907921364572,2.2357687022959905,1.4994695
13095,13095,LOC105371049,15,True,0.002444942460091354,2.2215820878787915,1.4487691
13096,13096,LOC105371083,17,True,0.0015964630446431457,2.025426123041308,0.74774253
13113,13113,LOC105371824,3,True,0.0005271097772553462,2.5453253057149454,2.6057699
13116,13116,LOC105371880,33,True,0.004745166676556276,2.245399949227497,1.5338899
13138,13138,LOC105372633,5,True,0.001018531664402489,2.8101602290682006,3.552243
13143,13143,LOC105372833,3,True,0.0006839861046452273,2.704397051175772,3.1742642
13157,13157,LOC105373378,4,True,0.0005528287458075245,2.0247670265915714,0.745387
13167,13167,LOC105373805,112,True,0.018663429886643677,2.1632065066084407,1.2401452
13174,13174,LOC105374297,40,True,0.005337175113126309,2.1041639684794275,1.0291376
13196,13196,LOC105375304,376,True,0.037347651242967794,2.0867432241357333,0.96687895
13199,13199,LOC105375483,4,True,0.0006753236445754113,2.042025592259551,0.8070661
13209,13209,LOC105375787,14,True,0.0018610936290671919,2.740633156053335,3.3037655
13241,13241,LOC105377267,79,True,0.011852771216212744,2.2957071820439414,1.7136791
13289,13289,LOC105379183,9,True,0.0017402591416881485,2.610273604050933,2.8378837
13320,13320,LOC110091776,218,True,0.029814474728536895,2.0729369732616716,0.91753787
13363,13363,LOC283140,127,True,0.01574681410187967,2.01558770837332,0.71258175
13372,13372,LOC283710,87,True,0.008957390232962804,2.0118097883791943,0.69908017
13377,13377,LOC284009,14,True,0.0017552816679463476,2.1370181936924286,1.1465528
13384,13384,LOC284454,2190,True,0.2577882236178679,2.084674992377643,0.95948744
13389,13389,LOC284798,4,True,0.0007402487921872041,2.21943243914637,1.4410866
13442,13442,LOC387810,5,True,0.001044330538670292,2.5444532191170395,2.6026533
13467,13467,LOC399715,154,True,0.02033710224852021,2.10528610394114,1.0331479
13468,13468,LOC399815,80,True,0.00990103490924684,2.018000511504021,0.7212047
13473,13473,LOC400553,9,True,0.001091795756665308,2.1866719533524943,1.3240064
13500,13500,LOC414300,15,True,0.0020549104854048752,2.052938362522374,0.84606636
13562,13562,LOC643733,637,True,0.08702147072728905,2.073978362775595,0.9212596
13586,13586,LOC646626,104,True,0.011860124472680533,2.0879464814379487,0.9711792
13592,13592,LOC646903,14,True,0.0022933975286875876,2.2373232147051323,1.5050251
13593,13593,LOC646938,3,True,0.0003643531304817869,2.01412323419685,0.707348
13611,13611,LOC727896,2381,True,0.2759353847729768,4.042261363128284,7.9555535
13615,13615,LOC728392,441,True,0.0569774930509097,2.0852082929847966,0.96139336
13623,13623,LOC728743,418,True,0.052390111778572036,2.019286766898595,0.7258015
13636,13636,LOC729652,751,True,0.07371643102593223,2.8670647915551197,3.7556098
13638,13638,LOC729683,1100,True,0.1355085742710154,2.0876541388900445,0.9701344
13659,13659,LOC90246,136,True,0.013958403152173315,2.0374596441276536,0.7907482
13686,13686,LPAR5,162,True,0.021169700832715542,2.1015921101034647,1.0199462
13687,13687,LPAR6,5155,True,0.7038416473664398,2.465432759811039,1.3809791
13694,13694,LPIN2,3913,True,0.4318204224411172,2.1952045015655797,0.8708029
13696,13696,LPL,226,True,0.03315604082249158,2.925828339169403,3.9656203
13711,13711,LRFN3,40,True,0.004990175807601948,2.047436210532066,0.82640266
13717,13717,LRIG1,453,True,0.06252697484723846,2.1111044773480883,1.0539417
13722,13722,LRIT3,11,True,0.0014182635699514525,2.0518187594287336,0.8420651
13725,13725,LRP1,1422,True,0.17225152193352086,2.016558835907752,0.7160524
13727,13727,LRP10,2427,True,0.28168313016113117,2.07657692693666,0.9305464
13730,13730,LRP1B,13,True,0.0019257590698858668,2.0986110169393024,1.0092924
13732,13732,LRP2BP,128,True,0.018977744357224862,2.3568824003078914,1.9323084
13767,13767,LRRC34,781,True,0.07341774447921681,2.0338521597676946,0.7778557
13778,13778,LRRC38,5,True,0.000597925426062993,2.067400149314745,0.89775026
13783,13783,LRRC40,2350,True,0.2236731929468649,2.027302766985258,0.7544493
13829,13829,LRRK2,1669,True,0.24178592191823822,2.2925306973349895,1.7023269
13830,13830,LRRN1,154,True,0.019594056436647207,2.1093468506160877,1.0476604
13832,13832,LRRN3,676,True,0.1274388244386478,2.3907788053911765,2.0534482
13837,13837,LRRTM3,8,True,0.0011781874636292403,2.225909370513039,1.4642341
13861,13861,LSMEM1,101,True,0.011222614859827998,2.0410329698371137,0.8035186
13868,13868,LTA,223,True,0.036305326808997875,2.053026768824376,0.8463823
13869,13869,LTA4H,7541,True,0.7587683018541823,2.364363842446392,1.0444946
13870,13870,LTB,6289,True,1.0859312313307907,2.9125504267309497,2.3936093
13873,13873,LTBP1,489,True,0.05839814807126048,2.32847916412811,1.8308003
13874,13874,LTBP2,96,True,0.010915062813598381,2.1482957492305044,1.1868567
13879,13879,LTF,17,True,0.002426609433011429,2.2820242692682506,1.6647787
13889,13889,LUM,13,True,0.006262383530175983,3.504609603490781,6.0340815
13898,13898,LVRN,7,True,0.0009949564892098234,2.52273227258664,2.5250263
13914,13914,LY9,1243,True,0.18521106475260113,2.137529031308821,1.1483784
13915,13915,LY96,2265,True,0.2947735386821622,2.190964992741344,0.8534549
13922,13922,LYPD1,23,True,0.0028019825343724974,2.0672631176518386,0.8972605
13923,13923,LYPD2,18,True,0.003306472512614355,2.162825356653224,1.238783
13945,13945,LYST,12999,True,1.397295020518256,2.5084212956406753,0.7038938
13946,13946,LYVE1,43,True,0.01548670245264604,3.227626155814208,5.044192
13947,13947,LYZ,17571,True,4.328563491231712,5.8981338465943836,1.1486436
13961,13961,MAATS1,18,True,0.0024510121042465543,2.287332750303831,1.6837503
13965,13965,MACC1,1040,True,0.10375153975623244,2.5789710798196954,2.726014
13969,13969,MACROD2,119,True,0.015475568720861187,2.0448650289729757,0.8172137
13976,13976,MADCAM1,3,True,0.00048627412640703623,2.037215017973496,0.78987396
13980,13980,MAF,1931,True,0.3602974905846012,2.57251308479928,2.4147391
13984,13984,MAFB,2026,True,0.3726531772937184,2.669858900720114,2.8130755
13985,13985,MAFF,1170,True,0.141554180398785,2.0631460479936745,0.88254684
14024,14024,MAGEE1,58,True,0.008602326324973018,2.039613407677046,0.79844534
14035,14035,MAGI3,501,True,0.06008814588703182,2.0226235450881513,0.7377266
14045,14045,MAL,1389,True,0.23480695438204208,2.283602571947526,1.6704193
14046,14046,MAL2,19,True,0.0032455931500022703,2.502020479739909,2.4510062
14047,14047,MALAT1,37833,True,5.116965309025446,5.5929011664894075,1.0
14052,14052,MAMDC2,568,True,0.07089618590931619,2.0828232956948645,0.95286983
14053,14053,MAMDC2-AS1,18,True,0.002120060589163933,2.2429200626584547,1.5250273
14056,14056,MAML2,1318,True,0.1929940615151148,2.1926789892264,1.3454746
14060,14060,MAN1A1,6665,True,0.7451418875626814,2.3242829446544344,0.91105497
14073,14073,MANEA-AS1,502,True,0.06051321937809023,2.151916675673494,1.1997973
14079,14079,MAOB,12,True,0.002359975132850668,2.411497128344253,2.1274917
14081,14081,MAP1A,1301,True,0.15124596715536734,2.0770227079192303,0.9321396
14082,14082,MAP1B,157,True,0.021362087669762414,2.1676734445552586,1.2561092
14088,14088,MAP2,62,True,0.007854172561016632,2.1336420119197426,1.1344869
14095,14095,MAP2K6,1244,True,0.1490019019437454,2.1308847418262764,1.124633
14103,14103,MAP3K14-AS1,335,True,0.04349130184263454,2.0123629229464126,0.70105696
14105,14105,MAP3K19,16,True,0.002896328451124553,3.2617135667925923,5.166014
14116,14116,MAP3K8,4506,True,0.5165255774413944,2.215922506077727,0.95558035
14117,14117,MAP3K9,207,True,0.02591975730363133,2.1481999847771025,1.1865145
14124,14124,MAP6,5,True,0.0012651078820622335,2.488083706445672,2.4011986
14130,14130,MAP9,1071,True,0.13084127146486518,2.142034628548723,1.1644806
14132,14132,MAPK10,18,True,0.002149775269974582,2.0153987704134666,0.71190655
14135,14135,MAPK13,537,True,0.07199280031717803,2.063801999004923,0.8848911
14163,14163,MARCH1,2791,True,0.3552499084116165,2.1917073953290354,0.8564928
14174,14174,MARCKS,3613,True,0.5917149911760583,2.6675961465135365,2.054033
14176,14176,MARCO,431,True,0.060633545555771044,2.518453437487196,2.5097346
14195,14195,MAST3,2031,True,0.23833528205117827,2.0684483920731123,0.90149647
14196,14196,MAST4,2326,True,0.28395448328326284,3.863245414239652,7.69638
14203,14203,MATN1,54,True,0.00843252410818186,2.256641078717468,1.5740638
14215,14215,MB21D2,96,True,0.013584501774782308,2.0345458980015225,0.78033495
14238,14238,MBOAT4,53,True,0.007587886577161716,2.069864614329983,0.9065578
14244,14244,MC1R,52,True,0.006947091173997924,2.068458128326023,0.9015313
14251,14251,MCC,340,True,0.04484965775838914,2.1034897762298757,1.0267282
14256,14256,MCEMP1,2058,True,0.2385421095871025,2.1208702071121177,1.0888427
14257,14257,MCF2,45,True,0.007745855820511781,2.3372544405213826,1.8621615
14282,14282,MCOLN2,336,True,0.048117416988399025,2.16900560020074,1.2608701
14283,14283,MCOLN3,37,True,0.005407290959304747,2.319726104618855,1.7995185
14290,14290,MCTP2,2188,True,0.23033636942853977,2.0138470961991954,0.7063611
14299,14299,MDGA1,70,True,0.009889283892142546,2.090329217896927,0.97969466
14300,14300,MDGA2,108,True,0.0133159786140979,2.0748042121764567,0.924211
14317,14317,MECOM,2385,True,0.2927201992492242,2.171742632953696,0.77479756
14324,14324,MED12L,1561,True,0.1770561499526517,2.0431450585672906,0.81106687
14328,14328,MED14OS,397,True,0.04294050639147125,2.1458694727867917,1.1781857
14361,14361,MEG3,147,True,0.018718132580204144,2.0817369345295984,0.94898736
14364,14364,MEGF10,38,True,0.004822493941474021,2.0261003981029635,0.75015223
14370,14370,MEI4,46,True,0.004976157790235149,2.108429677385727,1.0443825
14386,14386,MEOX1,76,True,0.012799092007191034,2.2088532664417473,1.4032786
14413,14413,METTL18,1313,True,0.15085942508416553,2.137022399631671,1.1465678
14420,14420,METTL25,1449,True,0.15607776445906565,2.041272884264115,0.804376
14440,14440,MFAP3L,210,True,0.024033585847906987,2.023993368791077,0.74262214
14469,14469,MFSD9,635,True,0.06848527224271671,2.0475755103085382,0.8269005
14473,14473,MGARP,41,True,0.004844520788890485,2.1118144294401615,1.056479
14478,14478,MGAT4A,3870,True,0.4812322884040014,2.2414664661902663,1.0601056
14480,14480,MGAT4C,110,True,0.015377208003701537,2.126937239294633,1.1105253
14513,14513,MIAT,902,True,0.15701702669978101,2.4077519036928887,2.114107
14523,14523,MICALL2,980,True,0.08798577229686615,2.2749981648581095,1.6396687
14528,14528,MID1,39,True,0.004736716410800966,2.241778592214329,1.5209478
14531,14531,MID2,284,True,0.04699847932012877,2.3415079038801774,1.8773627
14560,14560,MIP,32,True,0.004265692209228527,2.1562178271624584,1.2151688
14572,14572,MIR103A2,11,True,0.0017140271751554094,2.330758995329991,1.838948
14680,14680,MIR1281,3,True,0.00038922363051365497,2.020545990130256,0.7303018
14712,14712,MIR1302-5,12,True,0.001404521794917216,2.363439806902755,1.9557434
14730,14730,MIR133A1HG,63,True,0.007891635067467082,2.1994594310135143,1.3697066
14772,14772,MIR155HG,1210,True,0.1303444027545576,2.012913106502948,0.7030232
14780,14780,MIR181A1,4,True,0.0008513261021855198,2.157181113851171,1.2186115
14821,14821,MIR197,3,True,0.00045471633979115016,2.0545619092357468,0.8518686
14866,14866,MIR215,4,True,0.0006386202234984953,2.0908298552363673,0.9814838
14884,14884,MIR22HG,1759,True,0.2237725709595855,2.1545923814958843,1.2093598
14913,14913,MIR301A,3,True,0.00040815405845475426,2.2161538670225176,1.4293696
14956,14956,MIR3134,12,True,0.0016193594594552086,2.0161319762217143,0.7145269
15038,15038,MIR31HG,4,True,0.0008448532268938016,2.3842511443872345,2.0301194
15140,15140,MIR3681HG,85,True,0.012572623067046913,2.104330690927403,1.0297334
15409,15409,MIR4472-2,3,True,0.0005643464635547292,2.0872366711774593,0.9686425
15571,15571,MIR4698,5,True,0.0010632221099778599,2.1024421905640605,1.0229843
15639,15639,MIR4766,4,True,0.0007533251604351219,2.057485037056317,0.86231536
15711,15711,MIR5009,5,True,0.0010406455626626294,2.9367302910084603,4.004582
15968,15968,MIR576,9,True,0.001205896748769926,2.076712449055584,0.93103075
15979,15979,MIR586,3,True,0.0007843667164211874,2.452481445909233,2.2739625
16052,16052,MIR624,36,True,0.004479145791768332,2.075389512302192,0.9263028
16063,16063,MIR635,5,True,0.0008151614542342817,2.1039713002382987,1.028449
16074,16074,MIR645,10,True,0.0013819077347880905,2.1887136219712287,1.331303
16081,16081,MIR650,29,True,0.03606098536257131,4.966754651586672,11.259528
16163,16163,MIR6749,3,True,0.0005640774395236687,2.1222132966326166,1.0936427
16320,16320,MIR7-1,27,True,0.0035595534872494344,2.0864125782552603,0.9656973
16506,16506,MKI67,6301,True,0.9815985351435007,2.8867952437207527,2.3172202
16522,16522,MKX,676,True,0.0867160548355642,2.0359464830962994,0.7853404
16530,16530,MLH3,2259,True,0.24424297157032468,2.077809532031508,0.93495154
16538,16538,MLLT11,500,True,0.05575256720853741,2.046308986292049,0.82237417
16539,16539,MLLT3,6830,True,0.6796586977152159,2.6082345804193294,1.856403
16549,16549,MMAA,534,True,0.06070892951960618,2.0859973957044144,0.9642135
16555,16555,MME,286,True,0.06198865438872659,2.71005704550203,3.1944919
16558,16558,MMP1,20,True,0.0067824379402127285,3.0483809305321574,4.403601
16561,16561,MMP12,29,True,0.006295721471496289,2.8818721237848757,3.8085284
16577,16577,MMP25-AS1,258,True,0.03376809923044082,2.0143852709153562,0.7082845
16582,16582,MMP7,312,True,0.04560377536634752,2.29517459233457,1.7117757
16584,16584,MMP9,23,True,0.006913015790667143,4.4447127110730715,9.393844
16585,16585,MMRN1,2235,True,0.2772368972506176,2.1811413743762675,1.3042412
16592,16592,MNDA,10387,True,1.6512744618192499,3.21814887722411,1.5682718
16598,16598,MOAP1,2056,True,0.23149864421610847,2.064045745521458,0.8857622
16625,16625,MORC4,258,True,0.03802102663889681,2.1986349225786164,1.36676
16636,16636,MOSPD2,2345,True,0.24869571507272847,2.049333103528289,0.8331818
16647,16647,MPEG1,3673,True,0.5103147449851245,2.4056701567794176,1.7320225
16654,16654,MPIG6B,856,True,0.09765437880533731,2.028991137358631,0.76048326
16658,16658,MPO,6330,True,1.4382961172932158,3.6002289872533058,2.2128177
16664,16664,MPP6,2696,True,0.28175009852172406,2.0649692537488336,0.88906264
16665,16665,MPP7,1832,True,0.2153995415000805,2.140473160938509,1.1589003
16676,16676,MPZL2,232,True,0.02605942312262977,2.023336740347617,0.74027544
16682,16682,MRC1,1546,True,0.24060754692811898,2.6031683512770156,2.8124907
16692,16692,MRGPRF-AS1,9,True,0.0015044799959181095,2.174964166672782,1.2821649
16710,16710,MROH5,3,True,0.0007113432760969271,2.675396771845205,3.0706222
16715,16715,MROH9,3,True,0.0008754869844475679,2.558885132397826,2.6542304
16800,16800,MRS2P2,559,True,0.0695785689779776,2.020381445000065,0.72971374
16802,16802,MRVI1,263,True,0.03268982287409874,2.3588720107114045,1.9394189
16804,16804,MS4A1,943,True,0.3387395628925447,3.725881784899486,7.134292
16805,16805,MS4A10,1575,True,0.18606090806731584,2.0354402718785662,0.7835313
16808,16808,MS4A14,439,True,0.05853697607788442,2.1312462701633192,1.125925
16811,16811,MS4A2,362,True,0.09468478948907819,3.2715767289825677,5.2012634
16812,16812,MS4A3,2388,True,0.32173248607332205,2.327520134203961,1.4122348
16816,16816,MS4A6A,6076,True,0.8709311322306506,2.595162020132108,1.4522458
16818,16818,MS4A7,4238,True,0.5649500763973917,2.523518629420502,1.5743618
16821,16821,MSANTD2,400,True,0.04704937717810327,2.0302946469758703,0.7651418
16824,16824,MSANTD4,2032,True,0.21000334507061105,2.0239376615417557,0.742423
16835,16835,MSI2,8305,True,0.9289479723805014,2.387542468694281,0.836453
16842,16842,MSMO1,1270,True,0.14242256645961573,2.0240901863585927,0.74296814
16850,16850,MSS51,136,True,0.016214031966227577,2.087887987051302,0.97097015
16860,16860,MSX2P1,126,True,0.019272091047973543,2.0431370505759063,0.81103826
16863,16863,MT-COX1,36111,True,3.6930785098811323,3.6744104969429445,2.567859
16865,16865,MT-COX3,30360,True,2.687547891531565,2.8914021767080644,1.2707014
16870,16870,MT-ND4,32649,True,2.9711765509331114,3.0573560716787997,0.7009945
16874,16874,MT1A,186,True,0.020561963904883483,3.1983001502870674,4.939386
16877,16877,MT1E,1360,True,0.17677705265485216,2.4597167151103982,2.29982
16879,16879,MT1G,558,True,0.06647094450441692,3.2348806319024446,5.0701184
16880,16880,MT1H,36,True,0.005001982845455598,2.654685461640035,2.9966037
16885,16885,MT1M,37,True,0.005089738155653723,2.066981952741885,0.8962557
16886,16886,MT1X,1505,True,0.18661255764036722,2.9303477968317075,3.981772
16887,16887,MT2A,3298,True,0.4086689485755813,3.342923924813025,5.567239
16903,16903,MTERF4,2622,True,0.2795253969836172,2.0190904843474935,0.72510004
16924,16924,MTMR1,1190,True,0.13562525591967473,2.0219179040564894,0.73520476
16934,16934,MTMR8,125,True,0.013961992604701198,2.046020317536389,0.8213425
16949,16949,MTSS1,2343,True,0.29393025719379917,2.183430339868134,0.8226233
16953,16953,MTUS1,460,True,0.06303517312320787,2.1300774054723193,1.1217476
16959,16959,MTX3,1238,True,0.1526903753009821,2.120949616215776,1.0891265
16964,16964,MUC16,8,True,0.0014034933178324151,2.2389526838407314,1.5108485
16971,16971,MUC3A,8,True,0.001286406496860104,2.2159377091677155,1.4285971
16975,16975,MUC6,39,True,0.005568631972050161,2.059637846183417,0.8700091
16990,16990,MVP,2061,True,0.23714918226734116,2.0155225905317327,0.71234906
16991,16991,MX1,2446,True,0.3419257077849722,2.3732592019375143,1.5993978
17005,17005,MYBL1,1451,True,0.2795909980068508,2.6171065870013273,2.8623035
17027,17027,MYF6,11,True,0.0012281514673076817,2.107773098473971,1.0420359
17055,17055,MYL9,445,True,0.05069301988644093,2.155616128206607,1.2130185
17057,17057,MYLK,559,True,0.06491179650219611,2.0523299603201006,0.84389204
17068,17068,MYO15A,31,True,0.00446452164713364,2.07497575749485,0.9248241
17082,17082,MYO1H,22,True,0.003117734952524185,2.1537795253771472,1.2064548
17083,17083,MYO3A,4,True,0.0008956646266040355,2.243421805398644,1.5268204
17085,17085,MYO5A,4670,True,0.5107890862516068,2.161794248808955,0.734089
17086,17086,MYO5B,94,True,0.014843246123930488,2.371206472832719,1.9835001
17088,17088,MYO6,571,True,0.07507322545047378,2.043501256382516,0.81233984
17103,17103,MYOZ1,10,True,0.000867872555596069,2.1302549774941513,1.1223823
17116,17116,MZB1,2206,True,0.48258721883600353,3.152356684861492,4.787443
17126,17126,N4BP2L2-IT2,445,True,0.057134992572550815,2.1022848862274417,1.0224221
17135,17135,NAA30,1517,True,0.1671161132986345,2.0724902481071052,0.91594136
17142,17142,NAALAD2,128,True,0.017083119881007584,2.1244832210991627,1.101755
17167,17167,NAGPA-AS1,7,True,0.0012155075254430374,2.5057537494500473,2.464348
17169,17169,NAIF1,501,True,0.05311560813189322,2.018492542114272,0.72296315
17175,17175,NAMPT,6555,True,0.8156223600017153,2.7653353043089566,2.3794317
17184,17184,NAP1L2,233,True,0.03625315160255988,2.2224823669044342,1.4519866
17185,17185,NAP1L3,551,True,0.06949825898352031,2.0672861296588514,0.89734274
17187,17187,NAP1L5,535,True,0.05878949723663017,2.016798487373669,0.7169089
17196,17196,NAPSB,2651,True,0.37550886657630483,2.422978108416274,1.8028462
17213,17213,NAV1,1362,True,0.16268959786723522,2.0583850935125083,0.86553204
17224,17224,NBEA,492,True,0.06637397769997139,2.167364175778028,1.2550039
17225,17225,NBEAL1,974,True,0.11667727052043399,2.1718284429534807,1.2709584
17251,17251,NCALD,768,True,0.09778650101846917,2.097338952703906,1.0047462
17252,17252,NCAM1,1089,True,0.13681438686083555,2.03872450998094,0.7952686
17279,17279,NCK2,2326,True,0.26531972676091903,2.0575866920387575,0.8626787
17280,17280,NCKAP1,155,True,0.018583792979911383,2.035157705608443,0.7825215
17299,17299,NCR1,71,True,0.012426428027474491,2.1257001636938364,1.1061041
17301,17301,NCR3,408,True,0.06579585604396028,2.152940733340316,1.2034571
17312,17312,NDFIP2,341,True,0.03858499303099335,2.0685726522905505,0.9019405
17321,17321,NDRG3,1590,True,0.16985144415343054,2.020201969647693,0.72907233
17325,17325,NDST2,1358,True,0.15687845605275288,2.0688115651413033,0.90279436
17339,17339,NDUFA6-AS1,375,True,0.04342378068544727,2.1005085582607057,1.0160738
17381,17381,NEB,576,True,0.09097620165558983,2.4084790003186436,2.1167054
17382,17382,NEBL,43,True,0.005491232462292269,2.2399252687607185,1.5143244
17391,17391,NECTIN3,108,True,0.017330147822120074,2.251692970722767,1.55638
17394,17394,NEDD1,2698,True,0.26704469347706206,2.01737135182428,0.7189562
17399,17399,NEDD9,1975,True,0.24284409761461997,2.1156316168374123,1.0701209
17401,17401,NEFL,314,True,0.07054080014690048,2.5157894842125055,2.500214
17403,17403,NEGR1,1834,True,0.22349107535724796,2.2476610344930434,1.5419706
17405,17405,NEIL1,228,True,0.03019361287098135,2.1060416955403225,1.0358483
17409,17409,NEK10,30,True,0.004200768795882345,2.1262055025767905,1.1079102
17410,17410,NEK11,277,True,0.03373801271529044,2.055746641765159,0.85610265
17412,17412,NEK3,1351,True,0.14294354349240823,2.0171464282528464,0.71815234
17424,17424,NELL2,679,True,0.12269007606464535,2.3161345206407122,1.7866827
17433,17433,NETO1,12,True,0.0024492317317558665,2.7138958843083216,3.2082112
17438,17438,NEU4,87,True,0.010366766857018577,2.033054934202538,0.77500653
17445,17445,NEUROD1,1299,True,0.13684030135594932,4.353355221578029,9.067348
17446,17446,NEUROD2,5742,True,0.5513219827399503,4.812487590708605,11.580653
17452,17452,NEXMIF,98,True,0.013591596715122821,2.15301500024416,1.2037225
17462,17462,NFATC2,1580,True,0.2045615411176872,2.201872051152447,1.3783289
17471,17471,NFIA,2427,True,0.27844236567984987,2.0402597955815427,0.80075544
17476,17476,NFIL3,2402,True,0.26837688727128856,2.0522348521531404,0.8435522
17480,17480,NFKBIA,13699,True,1.4272518137942158,2.9911257375828653,1.1852976
17497,17497,NGEF,6,True,0.0008607522484731109,2.047215405276651,0.82561356
17511,17511,NHS,108,True,0.014492872196643905,2.1775863482610287,1.2915361
17529,17529,NIPAL1,129,True,0.015329055845419494,2.039037189616455,0.79638606
17532,17532,NIPAL4,16,True,0.00270729207586233,2.046093943363872,0.8216056
17551,17551,NKG7,2865,True,0.510829353849417,2.8895199803815244,3.7119226
17553,17553,NKIRAS1,524,True,0.05635697199082317,2.0358913484963574,0.7851434
17555,17555,NKPD1,42,True,0.005927296880130831,2.14594382994131,1.1784514
17568,17568,NKX3-1,381,True,0.06993347568549103,5.464580631858515,13.038671
17579,17579,NLGN4Y,24,True,0.004220708603445119,2.258374120808621,1.5802573
17583,17583,NLRC3,1531,True,0.20741048848269344,2.19062599649822,1.3381375
17591,17591,NLRP14,8,True,0.000789939491716997,2.121399227288882,1.0907334
17592,17592,NLRP2,219,True,0.026072686530569357,2.215078327874461,1.4255258
17598,17598,NLRP7,13,True,0.002109803273104668,2.238707492276285,1.5099722
17621,17621,NMRK1,1665,True,0.21686971772404207,2.1479000723052004,1.1854427
17625,17625,NMT2,1151,True,0.16274965626223417,2.208624174653279,1.4024599
17630,17630,NNMT,23,True,0.004068382028985884,2.5958272810647895,2.786255
17675,17675,NOS2P3,11,True,0.0014647703424088114,2.2440470563888826,1.5290549
17695,17695,NOXO1,7,True,0.0012395189986355146,2.2514599153888346,1.5555471
17699,17699,NPAS2,30,True,0.0038676084621803116,2.035651543908451,0.7842864
17716,17716,NPHP3,1969,True,0.22963623888240875,2.053103593757404,0.84665686
17737,17737,NPL,570,True,0.06418771904876065,2.0282214213598957,0.7577324
17749,17749,NPR3,4535,True,0.5429620677183621,2.3000808271731903,1.2999539
17758,17758,NPTX2,427,True,0.07271281270115794,2.37868597271112,2.0102305
17774,17774,NR1D2,2781,True,0.34903503907001365,2.2140743299660586,0.94801766
17781,17781,NR2C2,2087,True,0.21920164377155466,2.025887120664027,0.74939007
17787,17787,NR2F2,9,True,0.0011769883526783593,2.138435225914433,1.1516169
17791,17791,NR3C2,254,True,0.041420276844191806,2.265917589433603,1.6072164
17792,17792,NR4A1,916,True,0.11273961882591492,2.0662627511716285,0.8936854
17793,17793,NR4A2,2546,True,0.32381379835805724,2.2760992582163393,1.2018219
17794,17794,NR4A3,320,True,0.04053131181310696,2.0789979904650924,0.93919885
17798,17798,NRADDP,19,True,0.0028052736496393523,2.385253741050755,2.0337026
17806,17806,NRCAM,111,True,0.017476732180899426,2.0984341597926637,1.0086603
17812,17812,NRG1,202,True,0.02967192568436841,2.17264458647037,1.2738751
17820,17820,NRIP1,8954,True,1.093593090328548,2.657766123151006,1.6379275
17831,17831,NRP2,51,True,0.00695881839232932,2.02744216163449,0.7549475
17835,17835,NRSN2-AS1,410,True,0.043295576440880466,2.011298735596544,0.69725376
17848,17848,NSG1,249,True,0.039309538161106924,2.2187601697451074,1.4386841
17853,17853,NSMCE3,1643,True,0.1844576243753392,2.0594415548845815,0.86930764
17876,17876,NT5E,342,True,0.05056982065468804,2.1605002587200737,1.2304735
17888,17888,NTN4,10,True,0.0016634090849828103,2.0392548202002225,0.79716384
17894,17894,NTRK2,22,True,0.004750300941706527,2.542897523721833,2.5970933
17897,17897,NTS,17,True,0.007547411911445958,4.292253089577183,8.84898
17900,17900,NUAK1,41,True,0.008237464243529788,2.685098169737277,3.1052933
17915,17915,NUDT10,53,True,0.005859646967982897,2.043940011730039,0.81390786
17917,17917,NUDT12,574,True,0.05237355088265452,2.0585888296769936,0.8662602
17921,17921,NUDT16,2489,True,0.2544709093980948,2.0136665532622757,0.7057159
17925,17925,NUDT18,560,True,0.06228239171046553,2.054331579556315,0.8510455
17943,17943,NUGGC,500,True,0.06603286238784078,2.061851642472494,0.87792087
17975,17975,NUSAP1,5854,True,0.6958685425608101,2.422860377232385,1.2392446
17984,17984,NUTM2G,42,True,0.005123757507017418,2.030528202227229,0.7659764
18016,18016,OAS3,1213,True,0.1409429569210569,2.0469638563079053,0.82471454
18017,18017,OASL,448,True,0.06461413104149538,2.3041695240667255,1.743922
18033,18033,OCLM,83,True,0.009741124556774186,2.072131321200236,0.9146586
18058,18058,OGFRP1,11,True,0.0012545235601895798,2.1633679979704294,1.2407223
18067,18067,OLFM1,30,True,0.004103407816344101,2.0429288066151665,0.810294
18076,18076,OLIG1,718,True,0.06958436731666202,2.0254543027504885,0.7478432
18077,18077,OLIG2,26,True,0.003288399506642618,2.181491039942251,1.3054909
18112,18112,OPTN,4031,True,0.5413647941578166,2.342990374950874,1.4755386
18140,18140,OR10P1,8,True,0.0012835513683734686,2.0711277358571536,0.91107196
18181,18181,OR1C1,6,True,0.0010872459330067159,2.350471764085654,1.909398
18192,18192,OR1J1,3,True,0.0004097137831221518,2.156323077811392,1.2155449
18228,18228,OR2B6,12,True,0.0014309445717760154,2.2781563562549905,1.6509556
18232,18232,OR2D3,5,True,0.0009135900717519249,2.375586518388046,1.9991536
18327,18327,OR4M2,66,True,0.00827160893765603,2.03881781621981,0.795602
18329,18329,OR4N3P,3,True,0.0005887581594709673,2.647422739881329,2.970648
18383,18383,OR52N2,12,True,0.0017140203632675399,2.3900755329313386,2.0509348
