,Unnamed: 0,Gene,n_cells,highly_variable,means,dispersions,dispersions_norm
3,3,A2M,471,True,0.07793311004969468,2.261809733341472,1.5925356
4,4,A2M-AS1,213,True,0.029654888169104696,2.163001331751878,1.239412
32,32,AASDH,2140,True,0.21579884743202657,2.052756759254057,0.8454174
41,41,ABCA1,988,True,0.1206521703163783,2.033437269444467,0.7763729
50,50,ABCA5,1478,True,0.18963567223710714,2.2282141685261796,1.472471
53,53,ABCA8,9,True,0.001258053941262442,2.0394636552554433,0.79791015
54,54,ABCA9,128,True,0.01589400392462271,2.038988109834059,0.79621065
56,56,ABCB1,806,True,0.10890789655323059,2.0853985503866665,0.9620733
76,76,ABCC6P1,8,True,0.0009412900946482546,2.1647243724361807,1.2455697
79,79,ABCC9,46,True,0.005739560972810315,2.195247323820091,1.3546534
81,81,ABCD2,689,True,0.12104154787864647,2.344396703146785,1.8876867
88,88,ABCG1,433,True,0.055625960417067,2.0652421494950417,0.89003795
96,96,ABHD11-AS1,11,True,0.0014794897858937284,2.196431315681237,1.3588847
99,99,ABHD13,2122,True,0.22738634276349834,2.0388522871875865,0.7957252
113,113,ABHD5,1925,True,0.1977241997613835,2.0116924310517112,0.69866073
117,117,ABI2,2640,True,0.2683636704943059,2.043162947834458,0.81113076
118,118,ABI3,608,True,0.07863083148480067,2.03763858630095,0.7913877
122,122,ABLIM1,5005,True,0.6655775763723927,2.3679607902190156,1.0564698
123,123,ABLIM2,9,True,0.0015021682142592342,2.115330280945767,1.069044
145,145,ACADSB,1857,True,0.202029654973591,2.1341882442328486,1.1364391
147,147,ACAN,7,True,0.0010537015684634356,2.022338573242362,0.73670816
173,173,ACKR4,127,True,0.017223087548404438,2.203058940559518,1.3825706
205,205,ACSBG2,37,True,0.004052520499213374,2.050525041239288,0.8374416
212,212,ACSL6,623,True,0.1046022360616786,2.243988940692258,1.5288472
260,260,ACTRT3,117,True,0.009980404797701688,2.1323071700456597,1.1297164
261,261,ACVR1,385,True,0.047053162900113917,2.054655158888862,0.8522019
263,263,ACVR1C,179,True,0.03130817693922585,2.452101013507047,2.2726028
264,264,ACVR2A,744,True,0.10053995183059514,2.199579113205915,1.3701344
269,269,ACY3,628,True,0.09648035575992851,2.2928701201541655,1.7035398
279,279,ADAM12,123,True,0.017570797410513317,2.26834503767418,1.6158916
283,283,ADAM19,684,True,0.09585300896494714,2.1175174514381907,1.0768605
287,287,ADAM20P1,20,True,0.0026037221025359005,2.1118629826333,1.0566525
288,288,ADAM21,14,True,0.001864567246192278,2.247239810183372,1.5404652
291,291,ADAM23,58,True,0.012157561168243717,2.313095370426372,1.7758213
305,305,ADAMTS1,661,True,0.089625963767319,2.36247290383323,1.9522879
316,316,ADAMTS2,272,True,0.031223888521873272,2.039021163158128,0.7963288
333,333,ADAMTSL5,78,True,0.008240350643102367,2.078497924634063,0.9374117
339,339,ADARB2-AS1,13,True,0.0015498961687825646,2.0180395584649693,0.72134423
363,363,ADGB,23,True,0.003643377322545527,2.6181975084126736,2.866202
370,370,ADGRB3,58,True,0.007906360411160574,2.0147358962865116,0.70953757
383,383,ADGRG1,1707,True,0.21087263448681534,2.126315461509617,1.1083031
388,388,ADGRG6,648,True,0.08764995730954224,2.167016440365313,1.2537612
412,412,ADM,549,True,0.07225569202403652,2.5647552236125906,2.675209
443,443,ADTRP,367,True,0.06324272887752719,2.1780554005149297,1.2932124
448,448,AFAP1,307,True,0.04592075479670038,2.3543428496056906,1.9232326
450,450,AFAP1L1,168,True,0.01624332943487688,2.024260739622337,0.74357766
451,451,AFAP1L2,332,True,0.04359235604035584,2.108029146883122,1.0429511
452,452,AFDN,771,True,0.0835393845618238,2.1273906194199523,1.1121455
457,457,AFF3,1791,True,0.19532529607701724,2.044686105484709,0.8165743
467,467,AGAP1,253,True,0.03474624687738911,2.3561907109896234,1.9298364
489,489,AGFG2,584,True,0.0648650570921348,2.037264825105574,0.79005194
506,506,AGR2,76,True,0.01215362927477435,2.1817542228021103,1.3064314
512,512,AGTR1,33,True,0.004459926736238918,2.041125796106312,0.80385035
526,526,AHR,7643,True,0.827641397682562,2.2752190206027065,0.74770856
531,531,AHSP,1738,True,0.657136703550947,4.003511073164128,6.5016375
534,534,AIF1,18086,True,1.912927960528108,2.786287923822096,1.8671125
540,540,AIM2,594,True,0.077723744029852,2.1402530479783213,1.1581136
547,547,AJAP1,23,True,0.003331772502796279,2.4216109369107985,2.1636367
553,553,AK5,901,True,0.12507693878453047,2.1602544555147243,1.2295951
557,557,AK9,1441,True,0.18211139204302226,2.217420526626703,1.4338964
561,561,AKAP11,4952,True,0.5257637350931483,2.183737073664695,0.82387847
562,562,AKAP12,248,True,0.053359577885291776,2.848840880760225,3.6904807
566,566,AKAP2,4653,True,0.5033324398958198,2.1742021918068577,0.784862
569,569,AKAP5,360,True,0.05087638688936977,2.2648475383463134,1.6033921
570,570,AKAP6,72,True,0.008033936286019915,2.0943104991520545,0.99392307
579,579,AKNAD1,34,True,0.003550423528962837,2.1540435130569686,1.2073983
600,600,AKTIP,723,True,0.09619046190341426,2.0702412700942556,0.9079039
603,603,ALAS2,465,True,0.06918973954623994,2.4109671046546532,2.1255975
640,640,ALG2,2018,True,0.2010956352640941,2.0146811710367114,0.70934194
648,648,ALKAL2,36,True,0.004616062947503223,2.0693587799524553,0.90475005
657,657,ALKBH8,1081,True,0.12081202195475216,2.086025954861612,0.96431553
659,659,ALMS1,2052,True,0.21476443044998778,2.0701126349873444,0.9074442
668,668,ALOX15P1,16,True,0.002759324453237078,2.0465420867548993,0.8232072
669,669,ALOX5,1832,True,0.23435627193602773,2.132586748694587,1.1307156
671,671,ALOXE3,3,True,0.0005627269964705502,2.0482916961470026,0.82946
674,674,ALPK2,34,True,0.0042301721154716304,2.0929346631473393,0.98900604
681,681,ALS2CR12,319,True,0.04865676445339167,2.2236985984224047,1.4563332
698,698,AMFR,2636,True,0.26468419194793097,2.3457284157432796,1.892446
701,701,AMIGO1,75,True,0.010023019250018469,2.0165467557678274,0.71600926
702,702,AMIGO2,476,True,0.06993475082861973,2.1185064945830296,1.0803952
722,722,AMZ1,73,True,0.0089847765221125,2.0558727316158807,0.8565533
739,739,ANGPT1,5175,True,0.6324249077193511,2.2774080573230697,0.7549964
743,743,ANGPTL2,5,True,0.0006946357557904624,2.279867253348878,1.6570699
751,751,ANK1,1135,True,0.1232174062769835,2.027696998300319,0.75585824
753,753,ANK3,896,True,0.13834597462924125,2.2992711044838843,1.7264159
754,754,ANKAR,707,True,0.08296559981350635,2.037238380561812,0.7899574
757,757,ANKEF1,258,True,0.03125376150811481,2.1633657597135936,1.2407143
760,760,ANKH,1892,True,0.22374478119965766,2.10357986638955,1.0270501
770,770,ANKRD1,179,True,0.02455327160014232,2.91077544740408,3.9118237
782,782,ANKRD18CP,143,True,0.01753791664841939,2.059890462408415,0.87091196
787,787,ANKRD20A11P,163,True,0.025252463523374027,2.152749080792095,1.2027721
794,794,ANKRD20A5P,537,True,0.07147312793317963,2.012509952055494,0.70158243
797,797,ANKRD22,552,True,0.05726339312224447,2.0490988533343626,0.83234465
804,804,ANKRD28,11882,True,1.2650620774742845,2.8472941971072414,1.4775987
811,811,ANKRD31,92,True,0.014468474672762155,2.273984569290266,1.6360463
822,822,ANKRD36BP2,1475,True,0.24685868839469727,2.5499358356849697,2.6222472
825,825,ANKRD39,1102,True,0.12470041550349881,2.154790474637162,1.2100677
828,828,ANKRD44,4733,True,0.547612070076737,2.2105273694341547,0.9335036
837,837,ANKRD55,207,True,0.032429702302664586,2.1366217199768016,1.1451359
846,846,ANKRD7,40,True,0.004642602396901147,3.2901977167796703,5.267812
849,849,ANKS1B,56,True,0.007458261332893638,2.1025162673267084,1.023249
859,859,ANO2,8,True,0.0013024373270612785,2.24440415055016,1.5303311
866,866,ANO9,240,True,0.03375807288990921,2.0475079800552405,0.82665914
879,879,ANTXRLP1,152,True,0.023474561569875638,2.0117336913152695,0.6988082
898,898,AOAH-IT1,3,True,0.0007137742977261663,2.3620925739965997,1.9509287
924,924,AP3M2,1212,True,0.13800074895007133,2.1009191484830194,1.0175412
938,938,APBA2,360,True,0.04929658302676003,2.0536784749410084,0.84871143
940,940,APBB1,417,True,0.06592275844991972,2.152403162641153,1.2015359
944,944,APC,4775,True,0.5003498757972427,2.1982542204453233,0.88328224
962,962,APLP2,17717,True,1.7412906975868288,2.6040244136795083,1.2513111
972,972,APOBEC3A,696,True,0.11121958493316086,2.426795967569263,2.182167
979,979,APOBEC3G,2687,True,0.31697574285918206,2.1568289475369555,0.71377116
980,980,APOBEC3H,401,True,0.0464293464501921,2.0760525712620095,0.92867243
989,989,APOD,6,True,0.001214716742921846,2.6257586297525024,2.8932242
990,990,APOE,294,True,0.025626352404532166,2.3654600490811335,1.9629635
998,998,APOL6,7067,True,0.7763657475189913,2.265005010674706,0.7137035
1002,1002,APOOL,18949,True,2.0085089631509607,6.741090636952124,3.723628
1012,1012,AQP1,164,True,0.0178197911871678,2.2008571326639172,1.3747019
1013,1013,AQP10,12,True,0.002126939291906906,2.3755078458792833,1.9988724
1018,1018,AQP3,1397,True,0.1907306772629416,2.0829528464235647,0.95333284
1024,1024,AQP7P1,24,True,0.002913053297500443,2.0340480128131797,0.77855563
1027,1027,AQP9,305,True,0.042021962406551226,2.1089250144106915,1.0461527
1033,1033,ARAP2,3731,True,0.4994579023287826,2.3542120089994834,1.5214572
1037,1037,AREG,6438,True,1.601801029163505,3.901225345063248,2.7205803
1050,1050,ARFGEF3,274,True,0.03347407694887525,2.1787746436258812,1.2957829
1054,1054,ARG1,67,True,0.010009082272063553,2.09287422838888,0.9887901
1063,1063,ARHGAP12,1792,True,0.21152790134475594,2.1114880570401318,1.0553126
1074,1074,ARHGAP24,346,True,0.042714284333894514,2.1048123101821057,1.0314547
1083,1083,ARHGAP29,54,True,0.007723469587109081,2.172958761596783,1.274998
1085,1085,ARHGAP31,521,True,0.06067051545760808,2.0200276705907467,0.7284494
1097,1097,ARHGAP5,5411,True,0.6195771208246379,2.2620525945090235,0.7038741
1100,1100,ARHGAP8,18,True,0.0023007763915170623,2.1383815471349195,1.1514251
1106,1106,ARHGEF10,268,True,0.0302855656163559,2.034884123385542,0.78154373
1116,1116,ARHGEF25,28,True,0.003351028448165792,2.245962416490773,1.5359001
1120,1120,ARHGEF3,2738,True,0.3340158844824274,2.1543488522539365,0.7036227
1123,1123,ARHGEF34P,6,True,0.0008760594768563403,2.034325908897555,0.77954876
1129,1129,ARHGEF4,30,True,0.005163150226838137,2.113311630919142,1.0618297
1147,1147,ARID5B,4465,True,0.5632599724574445,2.30940480425372,1.3381073
1154,1154,ARL13A,20,True,0.002925511804351787,2.058572592418256,0.8662021
1155,1155,ARL13B,1569,True,0.15377882092372783,2.042936046908117,0.8103199
1168,1168,ARL4C,4715,True,0.7063687379169409,2.501743183641006,1.5018657
1173,1173,ARL6,275,True,0.029123994766119023,2.155577330707159,1.2128798
1180,1180,ARL9,128,True,0.011628495782556425,2.040359873669026,0.80111307
1202,1202,ARMT1,2344,True,0.23366641718128028,2.0513961075234106,0.84055465
1205,1205,ARNTL,1278,True,0.16108309345565308,2.1165234896536353,1.0733083
1218,1218,ARPP21,251,True,0.035867967825369294,2.465308013204693,2.3198023
1224,1224,ARRDC2,1800,True,0.20711834032621684,2.0312756431257277,0.7686477
1228,1228,ARRDC5,149,True,0.021177176486777652,2.087826907324799,0.9707518
1229,1229,ARSA,5048,True,0.48040499086447164,3.418821572087198,5.87781
1252,1252,ASAH2B,126,True,0.015303410436101457,2.2983029337274803,1.7229558
1257,1257,ASAP3,17,True,0.002617063639387464,2.079674053170808,0.941615
1258,1258,ASB1,769,True,0.08315133581678083,2.034337404417434,0.77958983
1289,1289,ASGR2,509,True,0.062381677054732035,2.016246351658875,0.71493566
1308,1308,ASPDH,11,True,0.0012516985775602157,2.180125676471035,1.3006113
1312,1312,ASPHD2,63,True,0.007498666471304705,2.066015166993895,0.89280057
1313,1313,ASPM,3799,True,0.4974762887093255,2.5343927702339397,2.2587519
1314,1314,ASPN,128,True,0.014902378415278993,2.1506725938219238,1.1953511
1319,1319,ASTE1,977,True,0.10552553915549161,2.045722269367478,0.82027733
1371,1371,ATM,9464,True,1.0215831312676593,2.4033898128863953,0.88345575
1397,1397,ATP1A3,49,True,0.005922433293439217,2.15881198551177,1.2244399
1408,1408,ATP2B1,7629,True,0.8202358660774576,2.303995837882581,0.84351397
1409,1409,ATP2B1-AS1,2785,True,0.3478349208550505,2.2487221494037617,1.0897956
1412,1412,ATP2B3,42,True,0.003184425907589578,2.1561953755916416,1.2150886
1450,1450,ATP6V0E2-AS1,32,True,0.004532526320016409,2.080850376052289,0.94581896
1464,1464,ATP6V1G3,8,True,0.0016978623231280578,2.699699621597561,3.1574762
1466,1466,ATP7A,1245,True,0.13433874811406732,2.0982093679857745,1.007857
1468,1468,ATP8A1,2305,True,0.27492520817706717,2.1336794100987873,1.1346205
1508,1508,AUTS2,625,True,0.08217219821927169,2.1223125847744626,1.0939975
1514,1514,AVPR1A,78,True,0.009729485295746071,2.0620092923010764,0.87848425
1521,1521,AXIN2,156,True,0.0290804391000814,2.3111097345622467,1.768725
1529,1529,AZU1,3917,True,0.5114485136936987,2.642138792778438,2.6996455
1530,1530,B2M,37784,True,4.119812910551892,3.8237825143425663,2.088329
1534,1534,B3GALT2,234,True,0.03512881030609555,2.150771058148412,1.195703
1539,1539,B3GAT1,73,True,0.014356282234078553,2.3580918543076397,1.9366308
1544,1544,B3GNT3,40,True,0.006203306912003696,2.040176997104979,0.8004595
1548,1548,B3GNT7,297,True,0.03386992230058048,2.1698613355599004,1.2639283
1556,1556,B4GALT1,6277,True,0.6453471196041929,2.311598747011753,0.86882603
1568,1568,BAALC,1993,True,0.23086112938581177,2.0410088357619744,0.80343235
1576,1576,BACE2,198,True,0.024859891374202883,2.1249800550124665,1.1035306
1580,1580,BACH2,1024,True,0.1555562264510604,2.2606031210178115,1.5882233
1605,1605,BANK1,1654,True,0.22079149768349973,2.4649314857404456,2.3184566
1633,1633,BBS4,686,True,0.07559772481898629,2.112916798528613,1.0604186
1653,1653,BCDIN3D-AS1,97,True,0.011979606587665415,2.1935824395302337,1.3487034
1654,1654,BCHE,4,True,0.0006379743730140972,2.6808466087178235,3.090099
1660,1660,BCL11B,3160,True,0.5580273083338962,2.5322632194728274,2.250038
1661,1661,BCL2,4753,True,0.5910197567190406,2.3157091464226283,0.8825106
1662,1662,BCL2A1,3570,True,0.4450564591600284,2.2567109572264465,1.1224855
1665,1665,BCL2L11,1957,True,0.2218260929815179,2.082789791145592,0.9527501
1673,1673,BCL6,1851,True,0.23994358815532557,2.1938879404419707,1.3497951
1679,1679,BCL9L,1230,True,0.16367919093628672,2.022958475958683,0.7389236
1681,1681,BCLAF3,1274,True,0.15296031098712642,2.1638807384385723,1.2425548
1686,1686,BCORP1,193,True,0.029738184900716863,2.1503724637113724,1.1942786
1689,1689,BCRP3,10,True,0.0012002080662058471,2.0310660832119636,0.76789874
1691,1691,BCYRN1,843,True,0.08868873826729128,2.08659081471874,0.9663343
1717,1717,BEX1,1950,True,0.28937406910955377,2.380535366230237,1.6291716
1723,1723,BFSP1,107,True,0.01387531772003433,2.0955034058408373,0.9981863
1726,1726,BGLAP,486,True,0.06436364730984659,2.271870938184609,1.6284926
1732,1732,BHLHE22,3,True,0.0007268903641676163,2.5741202614914482,2.708678
1736,1736,BHLHE41,492,True,0.07090127171060355,2.217357158799317,1.4336699
1743,1743,BICDL1,287,True,0.04646288801725189,2.1854979691614718,1.3198109
1749,1749,BIN1,2078,True,0.2742964802243283,2.1041989293208534,1.0292625
1754,1754,BIRC3,5048,True,0.9076344083450532,3.508741558107808,4.1618924
1767,1767,BLK,151,True,0.022671838294825768,2.118054946649547,1.0787815
1770,1770,BLNK,918,True,0.1091435804201842,2.0138688087918397,0.7064387
1774,1774,BLOC1S3,921,True,0.10520732044737928,2.0426200181346323,0.80919045
1780,1780,BLVRB,4403,True,0.47087421959965803,2.1952816063736535,0.87111837
1789,1789,BMP3,114,True,0.018138865144813752,2.2767154900900426,1.6458061
1791,1791,BMP5,11,True,0.004284698009904984,3.1592142390531652,4.7997
1797,1797,BMPER,10,True,0.0011454232800463208,2.0340653932283823,0.77861774
1806,1806,BMS1P20,1840,True,0.19173179839361376,3.2652811106467015,5.1787643
1815,1815,BNC2,65,True,0.012370965183728964,2.3306371758725715,1.8385127
1818,1818,BNIP3,2752,True,0.2685614896494595,2.0144597957073556,0.7085508
1825,1825,BOK,21,True,0.0033457104192815305,2.135982305197077,1.1428506
1833,1833,BOLL,66,True,0.009174004319542503,2.251859213845851,1.5569742
1843,1843,BPGM,991,True,0.10584193304850605,2.0374239646851455,0.7906207
1845,1845,BPI,676,True,0.08631155749163473,2.0990924657699157,1.0110129
1873,1873,BRD7P3,290,True,0.0328980548781209,2.1096563525128817,1.0487664
1927,1927,BTBD9,4854,True,0.5129448620911842,5.580210698664054,14.722155
1935,1935,BTG2,4256,True,0.5052998407333773,2.1976406943428364,0.8807717
1939,1939,BTLA,681,True,0.10896502816448723,2.3131342789999763,1.7759604
1947,1947,BTNL10,10,True,0.00102871994986412,2.374694410327299,1.9959654
1951,1951,BTNL9,29,True,0.005055984227274553,2.8977237678478773,3.8651795
1967,1967,C10orf107,4,True,0.00039536219924765967,2.117481502559226,1.0767322
1994,1994,C11orf42,5,True,0.0006475871889546016,2.0734776035690587,0.91946995
2003,2003,C11orf63,572,True,0.07213105998576719,2.0757840121015656,0.9277127
2004,2004,C11orf65,243,True,0.030992394342643153,2.0138201962433366,0.706265
2015,2015,C11orf91,8,True,0.0008718651600041302,2.4115604155908965,2.127718
2024,2024,C12orf40,20,True,0.003164549494432359,2.1636505888015596,1.2417322
2025,2025,C12orf42,58,True,0.009254887862043447,2.0699895968896658,0.9070045
2033,2033,C12orf60,94,True,0.009388706878852595,2.1797640840287817,1.299319
2034,2034,C12orf65,2119,True,0.23835322847843018,2.116670992407516,1.0738355
2054,2054,C14orf28,427,True,0.05275543351325291,2.0654877775445897,0.89091575
2057,2057,C14orf79,133,True,0.013327105426749367,2.0695368222124917,0.9053863
2063,2063,C15orf40,2688,True,0.2656302767041502,2.0152467811953887,0.7113634
2065,2065,C15orf48,51,True,0.007985238761638763,2.511911471574979,2.4863548
2067,2067,C15orf53,40,True,0.0067395174147365285,2.228455455447937,1.4733334
2075,2075,C16orf45,505,True,0.06132019065470606,2.063736666229766,0.8846576
2077,2077,C16orf47,6,True,0.0009841181532083793,2.101301201099695,1.0189066
2078,2078,C16orf52,614,True,0.06848648129305443,2.0228708145736585,0.7386103
2098,2098,C17orf100,111,True,0.013440152038917397,2.125584409781504,1.1056905
2103,2103,C17orf47,5,True,0.0010497454149470684,2.404873190299815,2.103819
2106,2106,C17orf51,127,True,0.01748003854594321,2.4128428313330934,2.132301
2131,2131,C19orf12,1627,True,0.18414151455767608,2.0446133087351663,0.8163141
2132,2132,C19orf18,88,True,0.010725930817079805,2.1204474202537913,1.0873318
2156,2156,C1GALT1C1L,49,True,0.005209093067156468,2.317031397263122,1.789888
2157,2157,C1QA,304,True,0.06709577590818214,3.059519865591902,4.44341
2158,2158,C1QB,102,True,0.028434395624075102,3.0433613754425966,4.3856626
2160,2160,C1QC,84,True,0.024026765363862806,3.3853284938720867,5.6077924
2165,2165,C1QTNF1,7,True,0.001015614552919087,2.0719828487244993,0.914128
2176,2176,C1QTNF9,23,True,0.003122011932461136,2.1146439268068233,1.0665911
2187,2187,C1orf115,109,True,0.013489997355126024,2.0228779548757116,0.73863584
2198,2198,C1orf146,19,True,0.002430239706467985,2.1503237775790516,1.1941046
2205,2205,C1orf186,2050,True,0.24480550610250446,2.1788199742613017,1.2959449
2207,2207,C1orf194,9,True,0.0009729660586488328,2.2464675732521724,1.5377054
2210,2210,C1orf21,2462,True,0.28280543440718386,2.1638173411172366,0.74236745
2241,2241,C20orf202,5,True,0.0006832061347609551,2.0344940820783197,0.7801498
2254,2254,C21orf59-TCP10L,167,True,0.023935987167719837,2.141369632115719,1.162104
2276,2276,C2orf15,186,True,0.023021351591827718,2.0699326197708694,0.90680087
2277,2277,C2orf16,21,True,0.0022496135611553866,2.0676510092370592,0.8986468
2280,2280,C2orf40,22,True,0.0031485043143096767,2.0572058781972844,0.8613177
2286,2286,C2orf66,60,True,0.011343124126639471,2.4322117209711744,2.201522
2293,2293,C2orf74,1961,True,0.21759702333810346,2.044792408318643,0.8169542
2300,2300,C2orf88,1132,True,0.11708104089047565,2.0936152038403044,0.9914382
2301,2301,C2orf91,84,True,0.013199175877443188,2.2656029292445017,1.6060917
2304,2304,C3P1,6,True,0.0009730223735590369,2.01261996444703,0.7019756
2305,2305,C3orf14,210,True,0.0246997946926643,2.090176847579252,0.9791501
2310,2310,C3orf33,1042,True,0.10996690419882471,2.047237282171082,0.8256917
2311,2311,C3orf35,55,True,0.0075643228455870085,2.065151659471358,0.88971454
2317,2317,C3orf58,2632,True,0.2658017083842897,2.0132014874605892,0.7040538
2339,2339,C4orf45,8,True,0.0011019962428236987,2.351047032429516,1.9114538
2345,2345,C5AR1,1542,True,0.24762417755324964,2.373686372249136,1.9923629
2360,2360,C5orf56,1757,True,0.20940163386603702,2.0130062397716237,0.7033561
2379,2379,C6orf163,135,True,0.015323038236842168,2.0447804860740555,0.8169116
2386,2386,C6orf229,110,True,0.016821364255705212,2.1885800936592847,1.3308258
2394,2394,C7,74,True,0.009460881064649334,2.325155697434899,1.8189228
2396,2396,C7orf25,444,True,0.04429611851189687,2.0341438414417152,0.7788981
2405,2405,C7orf57,22,True,0.003143790929735574,2.118124837790831,1.0790312
2410,2410,C7orf71,21,True,0.002250574621701668,2.0498841894870288,0.8351513
2411,2411,C7orf72,14,True,0.001891610113009773,2.1995069320588634,1.3698764
2443,2443,C9orf131,32,True,0.004921421097819528,2.1636393543671217,1.2416921
2453,2453,C9orf172,8,True,0.0013461484876492477,2.1192202021660433,1.082946
2459,2459,C9orf47,62,True,0.007173613279424766,2.0396354229124967,0.798524
2467,2467,C9orf84,114,True,0.013314152224915827,2.023173399244257,0.7396917
2470,2470,CA1,1697,True,0.8280945887116353,4.541992425289923,8.29438
2473,2473,CA12,27,True,0.003155430970791598,2.0139688232588386,0.70679617
2476,2476,CA2,3230,True,0.558970034474115,3.183605277001894,4.9153113
2477,2477,CA3,134,True,0.020445725891348066,2.7162882264666957,3.216761
2489,2489,CAB39L,682,True,0.07226191910902284,2.083383846065808,0.95487314
2496,2496,CABP5,7,True,0.0010970871221550487,2.278669290209412,1.6527886
2502,2502,CACNA1A,1950,True,0.21616130107347242,6.075896549039202,15.223405
2510,2510,CACNA1D,22,True,0.003238246964618087,2.328628146038611,1.8313327
2516,2516,CACNA1I,65,True,0.011257961229273618,2.1062520956079,1.0366002
2519,2519,CACNA2D2,248,True,0.03026374326451256,2.0626356142324505,0.88072264
2526,2526,CACNB4,457,True,0.05573221236024398,2.0781706765743517,0.93624216
2540,2540,CADM1,701,True,0.11924397875829759,2.315085198763012,1.7829326
2541,2541,CADM2,85,True,0.01072151419837976,2.190856092539666,1.3389598
2547,2547,CADPS2,386,True,0.05324353691396497,2.115458290579605,1.0695015
2551,2551,CALB2,3,True,0.0005433153522333196,2.3204926748276855,1.802258
2557,2557,CALCRL,1613,True,0.2051318264120075,2.141293977120399,1.1618336
2558,2558,CALD1,77,True,0.012577859661395224,2.4064099212953938,2.1093109
2562,2562,CALM1,22795,True,1.9380135623725736,2.4581515334147244,0.75846016
2574,2574,CALY,3,True,0.0004420419034553953,2.0744257207909764,0.92285836
2579,2579,CAMK2B,124,True,0.013096431350903425,2.172051074337742,1.271754
2580,2580,CAMK2D,1850,True,0.2585376101364303,2.2853334399595195,1.6766051
2582,2582,CAMK2N1,90,True,0.01469655477654057,2.2608158500911335,1.5889837
2584,2584,CAMK4,2144,True,0.3923696150160327,2.5131470705944063,2.1718152
2588,2588,CAMKV,8,True,0.0011931111633137895,2.060508957954765,0.87312233
2610,2610,CAPN14,29,True,0.003928962930250663,2.367573668767887,1.9705172
2622,2622,CAPRIN2,1409,True,0.17375596628643908,2.299386208715586,1.7268273
2625,2625,CAPSL,15,True,0.0019292951250900348,2.355443417036855,1.9271657
2631,2631,CARD11,946,True,0.1396297007398331,2.1076212598335156,1.0414933
2644,2644,CARMIL1,1016,True,0.10469396293457897,2.1250743694277183,1.1038677
2646,2646,CARMIL3,22,True,0.0034999993249405425,2.3254052588331153,1.8198147
2666,2666,CASC23,11,True,0.002245125725536321,2.510956683471154,2.4829426
2672,2672,CASD1,1890,True,0.20833468410915879,2.071381753724544,0.9119798
2678,2678,CASP12,5,True,0.0012511559156862199,2.650087698861405,2.9801722
2688,2688,CASP8,4978,True,0.5389360673038389,2.182102635765456,0.8171904
2691,2691,CASQ1,7,True,0.0008418769053081717,2.0740466015602497,0.9215035
2708,2708,CATSPERB,27,True,0.005410244188641574,2.6675830211552034,3.0426972
2713,2713,CAV1,816,True,0.10034487084056246,2.014233961333872,0.7077437
2716,2716,CAVIN1,2088,True,0.22598921251082943,2.0757238561358364,0.9274977
2717,2717,CAVIN2,1238,True,0.1354431817536979,2.1463138883700537,1.1797739
2725,2725,CBLB,1825,True,0.22864664619165084,2.130719328599436,1.1240418
2730,2730,CBLN3,36,True,0.003882123931260789,2.041483642246711,0.80512923
2733,2733,CBR3,485,True,0.05444421033618563,2.0200318366204613,0.7284643
2750,2750,CBX7,502,True,0.07081740241320865,2.0369924200567042,0.7890784
2755,2755,CC2D1B,1273,True,0.14348164555286727,2.0214146926717684,0.73340636
2764,2764,CCDC102B,372,True,0.042543938371482876,2.107515535120696,1.0411155
2778,2778,CCDC121,361,True,0.03968824911528733,2.1035594273465206,1.0269771
2794,2794,CCDC141,640,True,0.10840088407649252,2.3764658821005016,2.0022962
2801,2801,CCDC146,922,True,0.12441167496549613,2.142221059713419,1.165147
2808,2808,CCDC152,1460,True,0.15149598052654115,2.0343024049840026,0.7794648
2816,2816,CCDC162P,28,True,0.0038088335560285047,2.0313786868238157,0.7690159
2820,2820,CCDC168,115,True,0.015739710727408394,2.246488196715922,1.5377791
2825,2825,CCDC171,1825,True,0.1899329746600687,2.0592488350150293,0.8686189
2842,2842,CCDC186,4879,True,0.5651591011676479,2.318310037599952,0.8911696
2847,2847,CCDC191,870,True,0.10738709750220893,2.062579559478158,0.8805223
2858,2858,CCDC3,39,True,0.0048290952831170336,2.3988456593956196,2.0822775
2871,2871,CCDC50,3680,True,0.4254389966762778,2.4227329103830932,1.8018428
2882,2882,CCDC65,517,True,0.08572321171850464,2.2311824081472436,1.483079
2883,2883,CCDC66,5089,True,0.5788789702956783,2.2773861639707755,0.7549235
2884,2884,CCDC68,71,True,0.008715042858592854,2.2328814889574953,1.4891511
2886,2886,CCDC7,4192,True,0.49950863600514306,2.2612281036480257,1.1409696
2896,2896,CCDC80,99,True,0.012308442306477011,2.309703418984103,1.763699
2897,2897,CCDC81,69,True,0.006175016087893175,2.066122397078466,0.89318377
2910,2910,CCDC9,528,True,0.059058581095869395,2.035761601722518,0.7846797
2926,2926,CCL1,38,True,0.005590645951647281,2.255677463970862,1.57062
2928,2928,CCL13,3,True,0.0006940773863545346,2.504757514320805,2.4607878
2930,2930,CCL15,3,True,0.00045423939672665446,2.03730487012877,0.79019505
2934,2934,CCL18,5,True,0.0008553902705617269,2.4224153241573525,2.1665115
2936,2936,CCL2,391,True,0.0493059003953783,2.255349481638409,1.5694478
2938,2938,CCL21,3,True,0.0006109042143611846,2.092009179775689,0.9856985
2940,2940,CCL23,715,True,0.07399716552038403,2.024464210777435,0.74430484
2950,2950,CCL4L1,94,True,0.01668433175918989,2.2405686779621004,1.5166239
